City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,tabou,4.423,-7.3528,29.35,67,98,4.6,CI,1675783738
363,rincon,32.296,-81.2354,16.59,63,75,2.57,US,1675783739
364,kaitong,44.8135,123.15,-9.59,59,0,4.42,CN,1675783739
365,price,39.5994,-110.8107,-5.41,68,0,0.0,US,1675783740
366,tsuruga,35.6455,136.0558,7.58,84,50,1.04,JP,1675783740
367,vao,-22.6667,167.4833,25.93,70,72,5.23,NC,1675783740
368,carutapera,-1.195,-46.02,28.59,70,89,3.16,BR,1675783741
369,dezful,32.3811,48.4058,15.67,51,56,4.66,IR,1675783741
370,kupino,54.3663,77.2981,-20.67,100,91,2.57,RU,1675783742
371,hun,29.1268,15.9477,16.78,32,100,4.73,LY,1675783742
372,kalanchak,46.2562,33.2907,-2.35,61,92,6.87,UA,1675783743
373,leningradskiy,69.3833,178.4167,-30.6,96,100,3.1,RU,1675783743
374,dilla,6.41,38.31,26.46,22,49,2.02,ET,1675783744
375,kutum,14.2,24.6667,26.0,12,29,6.82,SD,1675783744
376,riyadh,24.6877,46.7219,23.08,29,81,4.94,SA,1675783342
377,naze,28.3667,129.4833,16.51,78,48,5.8,JP,1675783745
378,baykit,61.67,96.37,-18.73,99,100,0.65,RU,1675783745
379,cody,44.5263,-109.0565,3.12,44,0,9.26,US,1675783746
380,umm lajj,25.0213,37.2685,19.06,54,100,7.92,SA,1675783746
381,manono,-7.3,27.4167,25.89,78,84,1.87,CD,1675783747
382,kumluca,36.3703,30.2869,8.68,42,57,2.92,TR,1675783747
383,salvador,13.8333,-88.9167,26.22,55,28,1.96,SV,1675783695
384,jashpurnagar,22.9,84.15,17.98,27,0,1.82,IN,1675783748
385,warmbad,-28.45,18.7333,32.46,22,67,4.92,NA,1675783748
386,loa janan,-0.583,117.095,23.28,95,100,1.07,ID,1675783749
387,stornoway,58.2093,-6.3865,7.98,70,20,6.69,GB,1675783749
388,tahoua,14.8888,5.2692,34.99,7,0,4.12,NE,1675783750
389,mukhen,48.1,136.1,-14.15,95,100,3.0,RU,1675783703
390,hong gai,20.956,107.0946,20.95,94,94,2.69,VN,1675783751
391,ufimskiy,56.7084,58.0517,-21.9,100,67,1.43,RU,1675783751
392,altay,47.8667,88.1167,-11.8,72,28,3.41,CN,1675783752
393,vila velha,-20.3297,-40.2925,33.97,65,20,5.66,BR,1675783752
394,olinda,-8.0089,-34.8553,29.85,54,40,5.14,BR,1675783706
395,beringovskiy,63.05,179.3167,-26.87,94,100,3.44,RU,1675783753
396,krasnogorsk,55.8225,37.3181,-5.81,73,100,4.0,RU,1675783754
397,cabedelo,-6.9811,-34.8339,31.37,63,86,6.95,BR,1675783755
398,ugento,39.9263,18.1574,7.04,49,34,6.96,IT,1675783756
399,ponnani,10.767,75.9252,26.62,80,21,3.51,IN,1675783756
400,kijang,35.2442,129.2139,3.85,77,1,2.97,KR,1675783757
401,viedma,-40.8135,-62.9967,31.54,26,0,2.24,AR,1675783758
402,tres arroyos,-38.3739,-60.2798,30.63,34,25,4.84,AR,1675783758
403,katsuura,35.1333,140.3,11.26,85,100,5.41,JP,1675783759
404,pitimbu,-7.4706,-34.8086,31.33,66,100,6.89,BR,1675783759
405,mayor pablo lagerenza,-19.9309,-60.7718,25.47,81,100,2.55,PY,1675783760
406,daokou,35.5639,114.5058,6.64,51,100,1.68,CN,1675783760
407,praia da vitoria,38.7333,-27.0667,14.31,71,99,8.84,PT,1675783478
408,srivardhan,18.0333,73.0167,22.91,74,96,3.37,IN,1675783761
409,poum,-20.2333,164.0167,26.93,82,100,3.59,NC,1675783762
410,montrose,38.4166,-108.2673,-11.93,91,67,1.59,US,1675783762
411,douglas,41.3,-96.167,2.13,72,0,6.17,US,1675783763
412,anadyr,64.75,177.4833,-27.72,75,40,5.0,RU,1675783763
413,havre-saint-pierre,50.2334,-63.5986,-14.0,60,0,3.09,CA,1675783764
414,fairbanks,64.8378,-147.7164,-12.65,81,100,1.54,US,1675783764
415,kintampo,8.0563,-1.7306,35.87,24,98,3.24,GH,1675783765
416,gubkinskiy,64.434,76.5026,-25.74,100,59,4.18,RU,1675783765
417,lakes entrance,-37.8811,147.981,13.47,88,18,1.15,AU,1675783766
418,bengkulu,-3.8004,102.2655,25.62,85,100,3.85,ID,1675783766
419,cabo san lucas,22.8909,-109.9124,19.73,71,20,1.54,MX,1675783586
420,nouadhibou,20.931,-17.0347,23.99,22,0,8.23,MR,1675783767
421,miramar,25.9873,-80.2323,25.01,60,20,6.69,US,1675783767
422,alice springs,-23.7,133.8833,26.75,65,100,4.63,AU,1675783677
423,banda aceh,5.5577,95.3222,25.57,86,95,2.03,ID,1675783768
424,dori,14.0354,-0.0345,36.82,8,84,5.8,BF,1675783768
425,petropavlovsk-kamchatskiy,53.0452,158.6483,-18.67,78,0,2.0,RU,1675783769
426,haines junction,60.7522,-137.5108,-9.03,92,100,0.51,CA,1675783770
427,conceicao do araguaia,-8.2578,-49.2647,30.73,65,56,0.36,BR,1675783770
428,maine-soroa,13.2114,12.0241,30.87,12,99,7.15,NE,1675783771
429,susaki,33.3667,133.2833,9.75,86,85,1.49,JP,1675783771
430,mnogovershinnyy,53.9353,139.9242,-27.32,99,99,0.8,RU,1675783771
431,bahadurganj,26.2667,87.8167,19.57,42,0,1.93,IN,1675783772
432,maceio,-9.6658,-35.7353,30.69,48,40,5.14,BR,1675783772
433,constitucion,-35.3333,-72.4167,21.79,52,0,2.01,CL,1675783773
434,peterhead,57.5058,-1.7981,9.14,87,89,2.35,GB,1675783773
435,odienne,9.51,-7.5692,38.23,15,100,1.27,CI,1675783774
436,zhigansk,66.7697,123.3711,-46.22,100,93,0.87,RU,1675783775
437,half moon bay,37.4636,-122.4286,9.15,85,100,1.54,US,1675783775
438,nocaima,5.0698,-74.378,26.22,51,49,1.39,CO,1675783776
439,san cristobal,7.7669,-72.225,23.1,46,44,3.11,VE,1675783776
440,port augusta,-32.5,137.7667,25.12,35,0,2.86,AU,1675783677
441,wasilla,61.5814,-149.4394,-4.8,82,0,5.66,US,1675783683
442,eirunepe,-6.6603,-69.8736,24.72,90,92,1.32,BR,1675783777
443,marquette,46.5333,-87.6335,1.3,84,100,6.24,US,1675783778
444,dossor,47.5272,52.9811,-3.59,95,100,10.33,KZ,1675783778
445,eureka,40.8021,-124.1637,5.93,99,100,2.27,US,1675783778
446,balsas,-7.5325,-46.0356,30.48,59,93,1.11,BR,1675783779
447,marevo,57.3146,32.0804,-3.61,88,98,3.11,RU,1675783779
448,asilah,35.465,-6.0348,14.98,71,86,3.68,MA,1675783780
449,sovetskaya gavan,48.9723,140.2878,-19.75,91,10,2.48,RU,1675783780
450,acapulco,16.8634,-99.8901,24.9,73,20,2.06,MX,1675783721
451,piacabucu,-10.4056,-36.4344,29.84,50,88,5.08,BR,1675783781
452,kolokani,13.5728,-8.0339,36.45,8,99,3.97,ML,1675783781
453,bredy,52.4153,60.3411,-17.56,100,76,2.65,RU,1675783781
454,ipu,-4.3222,-40.7108,29.34,63,68,2.35,BR,1675783782
455,willowmore,-33.2926,23.4895,24.73,48,74,7.86,ZA,1675783782
456,luderitz,-26.6481,15.1594,24.13,61,0,13.98,NA,1675783783
457,matam,15.6175,-13.3303,35.0,18,0,4.12,SN,1675783783
458,nhulunbuy,-12.2333,136.7667,27.34,89,100,0.0,AU,1675783784
459,tiarei,-17.5333,-149.3333,24.01,69,19,4.02,PF,1675783784
460,general roca,-39.0333,-67.5833,34.79,15,0,3.78,AR,1675783784
461,awjilah,29.1081,21.2869,15.67,39,90,4.98,LY,1675783785
462,tanabe,33.7333,135.3667,7.86,82,83,3.63,JP,1675783785
463,northam,51.0333,-4.2167,9.03,74,5,1.86,GB,1675783786
464,berlevag,70.8578,29.0864,4.0,65,0,18.01,NO,1675783786
465,preobrazheniye,42.9019,133.9064,-6.92,62,100,2.75,RU,1675783786
466,mitsamiouli,-11.3847,43.2844,27.02,80,98,3.73,KM,1675783787
467,pimentel,-6.8367,-79.9342,25.16,69,0,3.09,PE,1675783788
468,itarema,-2.9248,-39.9167,28.91,68,100,4.9,BR,1675783788
469,newport,51.5877,-2.9984,10.84,70,5,1.19,GB,1675783788
470,shirokiy,49.758,129.523,-30.97,97,17,1.54,RU,1675783789
471,bay city,43.5945,-83.8889,6.34,77,100,10.29,US,1675783767
472,ponta delgada,37.7333,-25.6667,14.4,77,40,9.26,PT,1675783789
473,pathein,16.7833,94.7333,20.39,63,38,3.05,MM,1675783790
474,la ronge,55.1001,-105.2842,-10.86,85,75,2.57,CA,1675783790
475,rayagada,19.1667,83.4167,20.81,66,18,1.73,IN,1675783791
476,torri di quartesolo,45.525,11.6123,7.71,42,6,2.36,IT,1675783791
477,sholokhove,47.6945,34.0312,-3.85,71,92,7.67,UA,1675783791
478,santa isabel,-23.3156,-46.2214,26.84,72,94,1.25,BR,1675783630
479,peleduy,59.6289,112.7406,-21.62,100,100,0.98,RU,1675783792
480,rudnogorsk,57.2639,103.7519,-24.74,100,94,0.61,RU,1675783792
481,ushtobe,45.2514,77.9838,-3.14,95,68,2.87,KZ,1675783793
482,santo domingo,18.5001,-69.9886,27.82,74,40,4.12,DO,1675783793
483,nanyamba,-10.6833,39.8333,23.62,89,100,1.54,TZ,1675783794
484,ullapool,57.8987,-5.1604,7.97,77,29,5.61,GB,1675783794
485,harsud,22.1,76.7333,23.17,26,0,1.75,IN,1675783794
486,semenivka,52.1783,32.5818,-6.71,92,57,2.85,UA,1675783795
487,pacifica,37.6138,-122.4869,9.45,91,20,1.79,US,1675783795
488,robertsport,6.7533,-11.3686,26.83,75,54,4.77,LR,1675783796
489,lappeenranta,61.0587,28.1887,0.44,92,100,4.63,FI,1675783796
490,tura,25.5198,90.2201,16.38,44,0,1.41,IN,1675783797
491,bekwai,6.4534,-1.5774,32.56,40,86,2.37,GH,1675783797
492,am timan,11.0297,20.2827,37.27,7,10,3.32,TD,1675783797
493,ambovombe,-25.1667,46.0833,23.96,82,100,2.08,MG,1675783798
494,oranjestad,12.524,-70.027,28.97,71,20,9.77,AW,1675783626
495,port lincoln,-34.7333,135.8667,17.77,80,0,6.99,AU,1675783799
496,tadine,-21.55,167.8833,25.1,81,100,3.38,NC,1675783800
497,sao luiz gonzaga,-28.4083,-54.9608,35.07,19,0,2.72,BR,1675783800
498,san rafael,-34.6177,-68.3301,34.14,18,0,5.2,AR,1675783801
499,port hardy,50.6996,-127.4199,7.1,93,100,6.69,CA,1675783804
500,verkhnyaya inta,65.9811,60.3094,-12.48,83,100,7.46,RU,1675783807
501,bandarbeyla,9.4942,50.8122,24.79,73,88,5.45,SO,1675783548
502,mogadishu,2.0371,45.3438,26.93,83,20,8.23,SO,1675783808
503,bristol,41.8334,-71.1662,1.42,59,1,3.13,US,1675783546
504,tashtyp,52.7939,89.8983,-11.01,99,99,0.42,RU,1675783809
505,san antonio,29.4241,-98.4936,20.61,88,75,6.17,US,1675783752
506,kamenka,51.3223,42.7678,-12.0,92,10,4.8,RU,1675783810
507,souillac,-20.5167,57.5167,27.21,78,40,7.72,MU,1675783811
508,talnakh,69.4865,88.3972,-21.16,98,98,2.71,RU,1675783812
509,baghdad,33.3406,44.4009,15.95,39,75,4.63,IQ,1675783554
510,ocumare del tuy,10.1165,-66.7761,28.39,56,93,1.73,VE,1675783682
511,zuwarah,32.9312,12.082,16.06,52,25,6.36,LY,1675783814
512,mpika,-11.8343,31.4529,17.56,89,100,5.03,ZM,1675783815
513,mount isa,-20.7333,139.5,25.87,83,94,2.57,AU,1675783816
514,voh,-20.9667,164.7,25.02,92,100,1.51,NC,1675783818
515,barranca,-10.75,-77.7667,24.34,71,9,3.41,PE,1675783588
516,cayenne,4.9333,-52.3333,28.02,74,100,5.66,GF,1675783812
517,halifax,44.6453,-63.5724,-0.83,64,100,5.36,CA,1675783173
518,muravlenko,63.7898,74.523,-25.78,100,37,3.98,RU,1675783819
519,mana,5.6592,-53.7767,27.28,77,73,4.84,GF,1675783820
520,alta floresta,-9.8756,-56.0861,28.9,74,40,4.63,BR,1675783820
521,xiuyan,40.2928,123.2744,-3.42,46,26,2.51,CN,1675783821
522,kharp,66.8014,65.8081,-20.29,98,93,1.82,RU,1675783822
523,palmer,42.1584,-72.3287,0.73,39,75,2.06,US,1675783594
524,baker city,44.7749,-117.8344,3.14,94,75,0.0,US,1675783823
525,saint-augustin,51.226,-58.6502,-15.37,61,2,2.81,CA,1675783823
526,buraydah,26.326,43.975,17.08,31,100,2.37,SA,1675783610
527,pokosnoye,55.5258,101.0536,-20.7,100,97,0.91,RU,1675783825
528,xocali,39.913,46.7903,3.8,97,100,1.36,AZ,1675783826
529,puerto escondido,15.85,-97.0667,26.46,83,0,2.06,MX,1675783827
530,bagdarin,54.4333,113.6,-23.73,94,5,1.95,RU,1675783827
531,novopavlovka,51.2172,109.2091,-23.51,100,71,0.72,RU,1675783828
532,adet,11.2644,37.4888,20.12,24,9,1.29,ET,1675783829
533,arlit,18.7369,7.3853,32.49,8,100,1.64,NE,1675783830
534,myre,69.1036,15.9492,2.97,74,76,15.76,NO,1675783831
535,kropotkin,45.4375,40.5756,-4.18,92,100,7.35,RU,1675783832
536,zhanaozen,43.3,52.8,6.31,60,100,7.96,KZ,1675783833
537,colares,38.7992,-9.4469,15.14,57,20,8.05,PT,1675783834
538,oksfjord,70.2396,22.3479,3.04,77,93,16.72,NO,1675783835
539,nizhniy kuranakh,58.8353,125.4869,-32.21,99,99,0.3,RU,1675783836
540,baijiantan,45.6333,85.1833,-10.53,93,100,1.25,CN,1675783837
541,gweta,-20.1833,25.2333,32.48,23,25,2.24,BW,1675783838
542,aitape,-3.1374,142.3475,24.5,95,100,2.62,PG,1675783839
543,richards bay,-28.783,32.0377,27.32,75,39,5.65,ZA,1675783840
544,taoudenni,22.6783,-3.9836,27.17,13,75,4.41,ML,1675783840
545,nadym,65.5333,72.5167,-25.17,100,70,3.21,RU,1675783841
546,lata,40.1629,-8.3327,14.34,42,1,1.48,PT,1675783842
547,araguaina,-7.1911,-48.2072,30.23,63,64,1.07,BR,1675783842
548,fereydun kenar,36.6864,52.5225,12.1,67,53,1.32,IR,1675783843
549,ilinskiy,55.619,38.1182,-4.81,74,100,1.0,RU,1675783843
550,padang,-0.9492,100.3543,24.03,78,100,1.89,ID,1675783844
551,bati,11.1833,40.0167,21.22,16,69,2.44,ET,1675783844
552,ningbo,29.8782,121.5495,8.99,76,93,1.0,CN,1675783845
553,port hedland,-20.3167,118.5667,28.03,89,5,3.09,AU,1675783845
554,lasa,46.6166,10.7002,4.49,85,1,2.15,IT,1675783846
555,monkey bay,-14.0728,34.9201,25.47,76,98,3.74,MW,1675783846
556,sokoni,-6.4333,39.55,27.44,79,86,6.27,TZ,1675783847
557,petatlan,17.5167,-101.2667,23.89,50,3,1.12,MX,1675783847
558,pryazha,61.6926,33.6216,-1.43,91,100,5.07,RU,1675783848
559,kisanga,-7.4362,37.7034,27.83,70,100,3.29,TZ,1675783848
560,planeta rica,8.4147,-75.5883,30.82,58,5,0.25,CO,1675783849
561,gravdal,68.1214,13.5031,3.94,81,75,8.75,NO,1675783850
562,hovd,48.0056,91.6419,-17.06,86,13,1.14,MN,1675783851
563,nokaneng,-19.6667,22.2667,28.88,44,99,3.23,BW,1675783851
564,goundam,16.4145,-3.6708,34.65,8,95,3.92,ML,1675783852
565,mossendjo,-2.9506,12.7261,25.13,74,82,1.67,CG,1675783852
566,hervey bay,-25.2986,152.8535,24.64,67,12,6.19,AU,1675783853
